Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM
3390;11;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;11;11;31;41;41;41;41;41;31;21;31;195
3391;12;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;-9;11;31;41;41;41;41;41;31;21;31;195
3415;13;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;11;31;41;41;41;41;41;31;21;31;195
3468;14;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;11;31;41;31;41;41;41;31;21;31;195
3484;15;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;11;31;41;21;41;41;41;31;21;31;195
3485;16;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;11;31;41;-9;41;41;41;31;21;31;195
3496;17;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;11;31;41;1;41;41;41;31;21;31;195
3497;18;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;11;31;41;11;41;41;41;31;21;31;195
3544;19;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;1;31;41;11;41;41;41;31;21;31;195
3545;20;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;-9;31;41;11;41;41;41;31;21;31;195
3557;21;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;-9;31;41;11;41;41;41;31;21;31;195
3558;22;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;1;31;41;11;41;41;41;31;21;31;195
3559;23;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;-9;31;41;11;41;41;41;31;21;31;195
3575;24;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;1;31;41;11;41;41;41;31;21;31;195
3601;25;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;31;31;41;11;41;41;41;31;21;31;195
3615;26;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;11;31;41;11;41;41;41;31;21;31;195
3629;27;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;21;21;31;41;11;41;41;41;31;21;31;195
3789;28;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;11;1;21;21;31;41;11;41;41;41;31;21;31;195
3860;29;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;11;-9;21;21;31;41;11;41;41;41;31;21;31;195
3862;30;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;11;11;21;21;31;41;11;41;41;41;31;21;31;195
3886;31;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;11;21;21;21;31;41;11;41;41;41;31;21;31;195
4106;32;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;-9;21;21;21;31;41;11;41;41;41;31;21;31;195
4115;33;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4184;34;1;195;3046;195;1;1;1;1;1;1;1;71;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4189;35;1;195;3046;195;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4200;36;1;195;3046;195;1;1;1;1;1;1;1;51;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4212;37;1;195;3046;195;1;1;1;1;1;1;1;41;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4221;38;1;195;3046;195;1;1;1;1;1;1;1;21;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4233;39;1;195;3046;195;1;1;1;1;1;1;1;31;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4244;40;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;21;31;41;11;41;41;41;31;21;31;195
4466;41;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;31;31;41;11;41;41;41;31;21;31;195
4493;42;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;1;31;41;11;41;41;41;31;21;31;195
4495;43;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;-9;31;41;11;41;41;41;31;21;31;195
4506;44;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;21;31;195
4624;45;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;31;31;195
4645;46;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;41;31;195
4646;47;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;-9;31;195
4647;48;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;71;31;195
4648;49;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;61;31;195
4659;50;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;1;31;195
4660;51;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;11;31;195
4693;52;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;1;21;21;11;31;41;11;41;41;41;31;51;31;195
4896;53;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;51;31;195
5085;54;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;1;21;21;11;31;41;11;41;41;41;31;51;31;195
5097;55;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;1;1;21;21;11;31;41;11;41;41;41;31;51;31;195
5196;56;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;1;11;21;21;11;31;41;11;41;41;41;31;51;31;195
5224;57;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;1;-9;21;21;11;31;41;11;41;41;41;31;51;31;195
5262;58;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;-9;21;21;11;31;41;11;41;41;41;31;51;31;195
5263;59;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;-9;21;21;11;31;41;11;41;41;41;31;51;31;195
5273;60;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;21;21;11;31;41;11;41;41;41;31;51;31;195
5284;61;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;51;31;195
5308;62;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;41;31;195
5323;63;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;-9;31;195
5335;64;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;1;31;195
5345;65;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;21;31;195
5356;66;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;31;31;195
5357;67;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;11;31;195
5358;68;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;61;31;195
5369;69;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;11;21;21;11;31;41;11;41;41;41;31;71;31;195
5427;70;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;-9;21;21;11;31;41;11;41;41;41;31;71;31;195
5436;71;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;-9;1;21;21;11;31;41;11;41;41;41;31;71;31;195
5696;72;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;1;1;21;21;11;31;41;11;41;41;41;31;71;31;195
5721;73;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;71;31;195
5941;74;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;61;31;195
5955;75;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;-9;31;195
5968;76;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;1;31;195
5969;77;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;41;31;195
5981;78;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;31;31;195
5983;79;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;11;31;195
5984;80;1;195;3046;195;1;1;1;1;1;1;1;81;21;11;11;1;1;11;1;1;1;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;21;21;11;31;41;11;41;41;41;31;21;31;195
2627;81;1;200;3046;200;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;11;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;-9;11;11;11;21;11;31;31;11;41;41;41;41;31;21;31;200
2674;82;1;200;3046;200;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;11;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;21;11;31;31;11;41;41;41;41;31;21;31;200
2823;83;1;200;3046;200;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;11;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;-9;11;31;31;11;41;41;41;41;31;21;31;200
2835;84;1;200;3046;200;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;11;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;11;31;31;11;41;41;41;41;31;21;31;200
2845;85;1;200;3046;200;1;1;1;1;1;1;1;61;21;11;11;1;1;11;1;1;11;1;-9;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;11;11;31;31;11;41;41;41;41;31;21;31;200
