Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM
5570;11;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;51;225
5571;12;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;-9;-9;41;31;61;51;225
5613;13;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;-9;-9;41;31;61;61;225
5630;14;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;-9;-9;41;31;61;71;225
5632;15;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;1;-9;41;31;61;61;225
5645;16;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;1;-9;41;31;61;71;225
5658;17;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;11;-9;41;31;61;61;225
5667;18;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;11;-9;41;31;61;71;225
5669;19;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;21;-9;41;31;61;31;225
5680;20;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;21;-9;41;31;61;11;225
5681;21;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;21;-9;41;31;61;71;225
5682;22;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;11;-9;41;31;61;31;225
5683;23;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;-9;225
5684;24;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;41;-9;41;31;61;21;225
5687;25;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;21;-9;41;31;61;41;225
5692;26;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;21;-9;41;31;61;21;225
5704;27;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;21;-9;41;31;61;-9;225
5705;28;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;21;225
5706;29;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;41;225
5707;30;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;61;225
5718;31;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;71;225
5720;32;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;31;225
5721;33;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;21;31;-9;41;31;61;11;225
5797;34;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;31;11;31;-9;41;31;61;11;225
5798;35;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;41;31;31;-9;41;31;61;11;225
5800;36;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;1;31;1;-9;31;-9;41;31;61;11;225
5811;37;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;11;31;11;1;31;-9;41;31;61;11;225
5812;38;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;-9;-9;31;-9;41;31;61;11;225
5813;39;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;1;31;41;-9;31;-9;41;31;61;11;225
5814;40;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;1;31;31;-9;41;31;61;11;225
5815;41;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;11;31;11;-9;31;-9;41;31;61;11;225
5816;42;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;11;31;1;1;31;-9;41;31;61;11;225
5827;43;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;11;21;31;-9;41;31;61;11;225
5830;44;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;1;31;31;1;31;-9;41;31;61;11;225
5831;45;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;1;31;1;31;31;-9;41;31;61;11;225
5832;46;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;41;-9;31;-9;41;31;61;11;225
5833;47;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;1;21;31;-9;41;31;61;11;225
5834;48;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;1;21;31;-9;41;31;61;11;225
5835;49;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;1;31;31;-9;41;31;61;11;225
5836;50;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;1;31;31;-9;31;-9;41;31;61;11;225
5837;51;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;1;-9;31;-9;41;31;61;11;225
5849;52;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;11;21;31;-9;41;31;61;11;225
5850;53;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;11;11;31;-9;41;31;61;11;225
5851;54;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;41;1;31;-9;41;31;61;11;225
5852;55;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;41;1;31;-9;41;31;61;11;225
5853;56;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;11;31;1;31;31;-9;41;31;61;11;225
5865;57;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;1;31;-9;41;31;61;11;225
5866;58;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;31;1;31;-9;41;31;61;11;225
5867;59;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;21;11;31;-9;41;31;61;11;225
5878;60;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;21;21;31;-9;41;31;61;11;225
5879;61;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;31;31;31;11;31;-9;41;31;61;11;225
5880;62;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;21;1;31;-9;41;31;61;11;225
5894;63;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;11;31;21;1;31;-9;41;31;61;11;225
5895;64;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;21;11;31;-9;41;31;61;11;225
5906;65;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;21;21;31;-9;41;31;61;11;225
5907;66;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;11;31;21;11;31;-9;41;31;61;11;225
5918;67;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;-9;31;-9;41;31;61;11;225
5929;68;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;11;31;-9;41;31;61;11;225
5930;69;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;11;31;21;-9;31;-9;41;31;61;11;225
5941;70;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;21;31;21;-9;31;-9;41;31;61;11;225
5942;71;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;1;31;21;1;31;-9;41;31;61;11;225
5944;72;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;1;31;21;-9;31;-9;41;31;61;11;225
5945;73;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;1;31;-9;41;31;61;11;225
5994;74;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;21;31;-9;41;31;61;11;225
5996;75;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;31;31;-9;41;31;61;11;225
6000;76;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;1;31;1;41;31;61;11;225
6004;77;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;31;31;1;41;31;61;11;225
6016;78;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;21;31;1;41;31;61;11;225
6017;79;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;11;31;1;41;31;61;11;225
6029;80;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;-9;31;1;41;31;61;11;225
6030;81;1;225;5426;225;1;1;41;41;1;1;1;61;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;1;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;1;1;-9;31;21;41;31;1;41;31;61;11;225
2447;82;1;230;5426;230;1;1;41;11;1;1;1;21;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;11;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;11;1;31;31;31;11;11;11;41;51;41;11;230
2459;83;1;230;5426;230;1;1;41;11;1;1;1;21;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;11;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;11;1;31;31;31;11;11;11;41;61;41;11;230
2497;84;1;230;5426;230;1;1;41;11;1;1;1;21;21;11;11;1;11;1;1;1;1;-9;1;11;1;11;1;1;1;1;1;1;21;11;11;11;11;21;11;11;1;21;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;11;1;31;31;31;11;11;11;41;-9;41;11;230
